ID,flag_1_2,flag_1_3,flag_1_4,flag_2_3,flag_2_4,flag_3_4,DTI,LTI,DSTI,LSTI
640,0,0,0,0,0,0,4.620576802,4.049958908,0.558894329,0.372240249
641,0,0,0,0,0,0,3.779884582,3.180643834,0.278402474,0.169510686
642,0,0,0,0,0,0,8.774630863,7.584196431,0.886213353,0.412489275
643,0,0,0,0,0,0,16.69715694,14.41081143,0.574743896,0.53298764
644,0,0,0,0,0,0,10.83181682,8.502882227,0.466927032,0.452746102
645,0,0,0,0,0,0,8.655806968,7.218955939,0.330971627,0.330971627
646,0,0,0,0,0,0,14.68532285,6.353429829,0.403327043,0.222805267
647,0,0,0,0,0,0,12.3638192,10.00639292,0.896830782,0.532805629
648,0,0,0,0,0,0,3.382447957,3.066215532,0.146510235,0.146510235
649,0,0,0,0,0,0,12.82325748,10.21307108,0.613571286,0.378178992
650,0,0,0,0,0,0,3.707327189,3.344755674,0.18369532,0.18369532
651,0,0,0,0,0,0,4.495977601,1.584621532,0.429554329,0.087027415
652,0,0,0,0,0,0,2.1944141,1.920324463,0.083300407,0.080738175
653,0,0,0,0,0,0,4.34085908,4.030210458,0.14469584,0.14469584
654,0,0,0,0,0,0,38.3760652,30.49958412,1.611048273,1.330055856
655,0,0,0,0,0,0,2.424409235,2.210464768,0.161097531,0.161097531
656,0,0,0,0,0,0,2.262191658,2.105049698,0.218889383,0.218889383
657,0,0,0,0,0,0,7.378815461,6.532260614,0.304490093,0.304490093
658,0,0,0,0,0,0,10.50490486,6.272836153,0.382528954,0.236959237
659,0,0,0,0,0,0,7.060796529,5.916304727,0.213063554,0.213063554
660,0,0,0,0,0,0,8.867202722,7.224803532,0.490812883,0.402599216
661,0,0,0,0,0,0,10.49897943,8.787402872,0.345841838,0.33045062
662,0,0,0,0,0,0,24.76945722,8.221079339,1.236526704,0.424721111
663,0,0,0,0,0,0,11.12002919,10.02830597,0.534306214,0.534306214
664,0,0,0,0,0,0,15.45853252,4.725229778,0.767301712,0.224121051
665,0,0,0,0,0,0,7.458507912,6.327787986,0.371015428,0.355307764
666,0,0,0,0,0,0,3.990140416,3.612476159,0.198363215,0.182787043
667,0,0,0,0,0,0,9.524356185,8.406199139,0.377725316,0.360690645
668,0,0,0,0,0,0,3.857819447,2.539967005,0.142651145,0.117875824
669,0,0,0,0,0,0,5.880474252,5.193969932,0.233487647,0.233487647
670,0,0,0,0,0,0,6.758987389,6.11820064,0.444946358,0.411518916
671,0,0,0,0,0,0,38.3760652,30.49958412,1.611048273,1.330055856
672,0,0,0,0,0,0,3.182625284,2.940182718,0.159131509,0.159131509
673,0,0,0,0,0,0,3.368688548,1.162490613,0.157773226,0.063844449
